Organic Traffic Insights
Users,218,18%
New Users,206,19%
Sessions,248,9%
Engaged Sessions,72,-6%
Engagement rate,0.29,-14%
Conversions,1.00,-75%
Av. engagement time,00:00:00,0


Landing pages,Search queries,Search queries Trend,Users,New Users,Sessions,Engaged Sessions,Engagement rate,Conversions,Av. engagement time
https://kctmenswear.com/,542,141,55,48,63,30,0.48,1.00,00:00:00
https://kctmenswear.com/pages/location-and-hours,30,4,10,8,11,2,0.18,0.00,00:00:00
https://kctmenswear.com/collections/floral-suits,125,20,8,8,8,3,0.38,0.00,00:00:00
https://kctmenswear.com,0,0,5,2,7,0,0.00,0.00,00:00:00
https://kctmenswear.com/blogs/news/best-wedding-tuxedos-for-2025-top-styles-colors-trends,68,-14,6,6,6,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/glitter-green-prom-blazer,34,8,5,5,6,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/green-velvet-silver-floral-prom-blazer,8,5,4,4,4,2,0.50,0.00,00:00:00
https://kctmenswear.com/products/mauve-stretch-suit-travelers-suit,28,2,4,3,4,1,0.25,0.00,00:00:00
https://kctmenswear.com/blogs/news/2025-prom-sneakers-style-guide,125,16,3,3,3,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/pink-ombre-with-silver-floral-fusion-dazzling-prom-blazer,2,0,3,3,3,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/purple-velvet-loafers-gold-spikes-prom-shoes,30,9,3,3,3,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/sparkling-emerald-green-loafers-prom-shoes,20,4,3,3,3,2,0.67,0.00,00:00:00
https://kctmenswear.com/products/black-on-black-blazer-with-matching-bowtie,1,-2,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/black-on-black-tuxedo-with-vest,69,1,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/blue-diamond-jacket,5,0,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/burgundy-vest-and-tie-set,16,6,2,2,2,1,0.50,0.00,00:00:00
https://kctmenswear.com/products/charcoal-grey-suit-three-piece,35,3,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/copy-of-blue-pattern-prom-blazer,26,5,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/copy-of-lilac-turtleneck,11,-6,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/green-with-diamond-pattern-prom-blazer,15,2,2,2,2,1,0.50,0.00,00:00:00
https://kctmenswear.com/products/mauve-solo-ties?variant=42503336951996&country=US&currency=USD,0,0,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/men-s-sequin-lapel-three-piece-prom-tuxedo-perfect-for-prom-2025,8,-1,2,2,2,1,0.50,0.00,00:00:00
https://kctmenswear.com/products/mens-champagne-tuxedo-slim-fit-satin-lapel-suit,24,0,2,2,2,2,1.00,0.00,00:00:00
https://kctmenswear.com/products/mint-green-stretch-summer-suit-refreshing-style-colorful-prom-and-wedding-celebrations,14,5,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/shiny-blush-pink-satin-suit,61,2,2,2,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/white-leather-sneakers-with-black-accent-versatile-prom-elegance?variant=43368425259196&country=US&currency=USD,0,0,2,1,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/collections/shiny-shirts,45,7,1,1,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/products/cinnamon-vest-and-tie-set?list_generator=link_to_storefront&context=order_management&user_id=137004284,0,0,1,0,2,1,0.50,0.00,00:00:00
https://kctmenswear.com/products/velvet-prom-loafers-2025?variant=44667097186492,0,0,1,0,2,0,0.00,0.00,00:00:00
https://kctmenswear.com/?list_generator=link_to_storefront&context=shop_store&user_id=595151594,0,0,1,1,1,0,0.00,0.00,00:00:00


https://kctmenswear.com/
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
purple turtlenecks,0,0,16," -8",0,0,6.4,+0.4
purple turtleneck sweater,0,0,26," -3",0,0,3.7,-0.2
purple turtleneck shirt,0,0,1," -2",0,0,4,+0.7
purple turtleneck mens,0,0,3,+2,0,0,2.3,-0.7
purple turtleneck,0,0,62," -30",0,0,3.8,+0.3
purple turtle neck sweater,0,0,1,0,0,0,3,-2
purple turtle neck men,0,0,1," -1",0,0,4,+3
purple turtle neck,0,0,31,+8,0,0,3.2,-0.1
plum turtleneck,0,0,5,+3,0,0,55,-12.5
mens purple turtleneck sweater,0,0,4,+1,0,0,5,+3
mens purple turtleneck,0,0,6," -9",0,0,2,0

https://kctmenswear.com/products/green-with-diamond-pattern-prom-blazer
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
prom jacket,0,0,7,+2,0,0,3.9,+0.7
prom green suit(new),0,0,1,0,0,0,1,0
green formal jacket,0,0,2,+1,0,0,3,-1
green dress jacket,0,0,5," -8",0,0,6.6,+2.1
emerald suit jacket(new),0,0,2,0,0,0,66.5,0
emerald jacket,0,0,5,0,0,0,2.4,+0.2
emerald green suit jacket,0,0,1," -3",0,0,65,-5
emerald green sports coat(new),0,0,1,0,0,0,51,0
emerald green sport coat,0,0,1,0,0,0,48,-1
emerald green jacket mens(new),0,0,1,0,0,0,42,0
emerald green jacket,0,0,39,+11,0,0,2.5,-0.4
emerald green blazer mens,0,0,1," -4",0,0,47,+2.6
emerald blazer,0,0,3," -1",0,0,6.3,+5.1
diamond blazer,0,0,2," -11",0,0,2,-0.1
blazer diamond,0,0,1,0,0,0,1,0

https://kctmenswear.com/products/men-s-sequin-lapel-three-piece-prom-tuxedo-perfect-for-prom-2025
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
sequin three piece,0,0,23," -15",0,0,4.3,+3
sequin suits for men(new),0,0,1,0,0,0,75,0
sequin men(new),0,0,1,0,0,0,56,0
pink sequin tuxedo(new),0,0,1,0,0,0,44,0
multi colored tuxedos,0,0,15,0,0,0,4.2,+0.1
mens sequin suits,0,0,4,+1,0,0,81.5,+2.5
different color tuxedos,0,0,2,+1,0,0,1,0
color tuxedo(new),0,0,2,0,0,0,36.5,0

https://kctmenswear.com/products/mens-champagne-tuxedo-slim-fit-satin-lapel-suit
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
white and champagne tuxedo,0,0,2,+1,0,0,27.5,-21.5
mens champagne tuxedo,0,0,6,+3,0,0,12.5,-2.2
men's champagne tuxedo,0,0,6,+3,0,0,7.3,+4.7
chanpagne suit(new),0,0,1,0,0,0,14,0
champange suit(new),0,0,3,0,0,0,14,0
champaigne suit(new),0,0,1,0,0,0,13,0
champagne wedding tuxedos,0,0,2," -8",0,0,30,-2.7
champagne wedding tux(new),0,0,2,0,0,0,32,0
champagne tuxedo wedding,0,0,18,+15,0,0,11.9,-14.7
champagne tuxedo suit,0,0,10,+3,0,0,2.7,-0.9
champagne tuxedo jacket(new),0,0,3,0,0,0,50,0
champagne tuxedo for men,0,0,4,+3,0,0,3,0
champagne tuxedo for groom,0,0,3,+1,0,0,10,-25.5
champagne tuxedo,0,0,26,+4,0,0,14.3,-5.1
champagne suits for men,0,0,2,+1,0,0,22,-12
champagne suits,0,0,6,0,0,0,30.2,-8.3
champagne suit wedding(new),0,0,3,0,0,0,11,0
champagne suit mens,0,0,11,+10,0,0,15.5,-27.5
champagne suit,0,0,36,+35,0,0,16,-35
champagne mens suit(new),0,0,3,0,0,0,10.3,0
champagne groomsmen suits(new),0,0,1,0,0,0,50,0
champagne colored suit(new),0,0,1,0,0,0,59,0
champagne color outfit men(new),0,0,1,0,0,0,12,0
champagne and black tuxedo(new),0,0,1,0,0,0,70,0

https://kctmenswear.com/products/mint-green-stretch-summer-suit-refreshing-style-colorful-prom-and-wedding-celebrations
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
mint suit mens(new),0,0,1,0,0,0,62,0
mint suit men(new),0,0,7,0,0,0,5.7,0
mint suit for men,0,0,1,0,0,0,65,+8
mint suit,0,0,6,+4,0,0,23.7,-4.8
mint green wedding suit,0,0,8,+7,0,0,9.8,-32.2
mint green tuxedo(new),0,0,1,0,0,0,1,0
mint green tux(new),0,0,1,0,0,0,56,0
mint green suit man(new),0,0,55,0,0,0,14.1,0
mint green suit,0,0,10,+8,0,0,16.5,-28.5
mint color suit,0,0,2,+1,0,0,19.5,-21.5
ment green suit(new),0,0,1,0,0,0,12,0
mens mint green suit(new),0,0,2,0,0,0,12.5,0
men mint green formal suit(new),0,0,11,0,0,0,12.1,0
green summer suit(new),0,0,1,0,0,0,79,0

https://kctmenswear.com/products/shiny-blush-pink-satin-suit
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
white and pink suit,0,0,11," -7",0,0,67.4,-7.2
suits in pink,0,0,1," -2",0,0,98,+3
suits in blush,0,0,2,+1,0,0,3,0
suit with pink,0,0,1," -1",0,0,83,-5
suit men pink,0,0,1," -3",0,0,76,+14
sparkly pink suit(new),0,0,2,0,0,0,1,0
silk pink suit,0,0,1,0,0,0,1,0
shiny pink suit,0,0,2,+1,0,0,1.5,-0.5
shining suit for men(new),0,0,1,0,0,0,14,0
satin suit men(new),0,0,7,0,0,0,3.9,0
pink suits mens(new),0,0,5,0,0,0,77,0
pink suit wedding,0,0,3," -4",0,0,48.7,-12.3
pink suit man(new),0,0,2,0,0,0,35.5,0
pink suit male,0,0,1," -2",0,0,59,-14.7
pink suit jacket mens,0,0,2,+1,0,0,70.5,-29.5
pink suit for men(new),0,0,1,0,0,0,36,0
pink suit for man,0,0,9,+6,0,0,56.6,+1.2
pink suit and tie,0,0,8,0,0,0,1.5,+0.5
pink suit accessories(new),0,0,1,0,0,0,103,0
pink shiny suit,0,0,1," -2",0,0,4,+2.3
pink satin suit,0,0,8," -1",0,0,2.2,-0.9
pink men suits(new),0,0,1,0,0,0,75,0
pink man suit(new),0,0,6,0,0,0,69.2,0
pink in a suit,0,0,11,+5,0,0,84.3,-15.7
pink custom suit(new),0,0,1,0,0,0,73,0
pink blush suit(new),0,0,2,0,0,0,12,0
pastel pink suit men(new),0,0,1,0,0,0,14,0
pale pink suit mens(new),0,0,1,0,0,0,65,0
mens suit with pink,0,0,14," -3",0,0,70.1,-2.1
mens pink wedding suits,0,0,2," -1",0,0,73.5,-12.8
mens pink suits weddings,0,0,1," -1",0,0,78,+11
men's light pink suit(new),0,0,1,0,0,0,74,0
men's blush pink suit,0,0,1," -1",0,0,2,+0.5
men suit pink(new),0,0,1,0,0,0,66,0
men satin suit(new),0,0,2,0,0,0,14,0
men pink suit(new),0,0,1,0,0,0,40,0
man in pink suit(new),0,0,3,0,0,0,69.3,0
light pink suits for men(new),0,0,1,0,0,0,72,0
light pink suit mens,0,0,1," -5",0,0,69,+5.2
light pink silk suit(new),0,0,2,0,0,0,1.5,0
hot pink suit for men,0,0,1," -12",0,0,72,+14.9
can i order a pink suit with fast shipping?,0,0,8," -4",0,0,12,+0.3
blush suits for men(new),0,0,4,0,0,0,4.5,0
blush suits(new),0,0,1,0,0,0,94,0
blush suit mens,0,0,3,+2,0,0,13.3,-15.7
blush suit men,0,0,7,+1,0,0,16.3,-4
blush suit,0,0,11,+4,0,0,3.7,+2.6
blush pink wedding suit(new),0,0,1,0,0,0,44,0
blush pink suit mens,0,0,2," -2",0,0,1.5,+0.5
blush pink suit men(new),0,0,1,0,0,0,14,0
blush pink suit,0,0,17,+9,0,0,11.2,+10.2
blush pink mens suit,0,0,1," -2",0,0,14,+13
blush pink groomsmen suits(new),0,0,1,0,0,0,46,0
blush mens suit,0,0,4," -2",0,0,8.5,-5
blush color suit(new),0,0,2,0,0,0,2.5,0
blue and pink suit,0,0,1,0,0,0,79,-11
best deals on pink suits this week?,0,0,7,0,0,0,21.4,+3
beige and pink suit(new),0,0,1,0,0,0,11,0
are pink suits in style right now?(new),0,0,3,0,0,0,98.3,0
all pink suit,0,0,5,+4,0,0,83.2,-16.8
a pink suit(new),0,0,2,0,0,0,78,0

https://kctmenswear.com/collections/shiny-shirts
Search Query,Clicks,Trend,Impressions,Trend,CTR %,Trend %,Position,Trend
shirt men shinny,5,-16,80," -25",6.25,-13.75,4.7,-2.7
shiny shirts men(new),1,0,1,0,100,0,3,0
white shirt shiny(new),0,0,1,0,0,0,6,0
white shiny shirt(new),0,0,3,0,0,0,11.7,0
shiny white shirt,0,0,1,0,0,0,5,+1
shiny tshirt,0,0,1,0,0,0,11,0
shiny t-shirts,0,0,2,0,0,0,58.5,-5
shiny t-shirt mens,0,0,2,+1,0,0,11,0
shiny shirts for mens,0,0,1,0,0,0,1,0
shiny shirts for men,0,0,4," -2",0,0,6,-4.8
shiny shirts,0,-1,4," -13",0,-5.88,1,-6.2
shiny shirt mens,0,0,1,0,0,0,9,+2
shiny shirt men,0,0,13,0,0,0,7.2,-1.6
shiny shirt for men,0,0,4,+3,0,0,7,-5
shiny shirt,0,0,20," -1",0,0,9.8,+1.5
shiny mens shirts,0,0,2,0,0,0,6,-2.5
shiny mens shirt,0,0,2," -6",0,0,5,-4.6
shiny men shirt(new),0,0,2,0,0,0,4.5,0
shiny green shirt(new),0,0,2,0,0,0,25,0
shiny formal shirts(new),0,0,1,0,0,0,5,0
shiny dress shirts,0,0,2," -4",0,0,7,+0.2
shiny dress shirt men,0,0,3,+1,0,0,6,-5
shiny dress shirt,0,0,3," -10",0,0,8.7,+0.8
shiny clothes for men(new),0,0,1,0,0,0,5,0
shiny button up shirt(new),0,0,1,0,0,0,92,0
shiny blue shirt(new),0,0,2,0,0,0,11,0
shiny black shirt(new),0,0,1,0,0,0,17,0
shinny shirts,0,0,2,0,0,0,9,-0.5
shining shirts(new),0,0,2,0,0,0,20,0
shining shirt for men,0,0,2,+1,0,0,6.5,-5.5
shining formal shirts(new),0,0,2,0,0,0,5,0
shiney shirt,0,0,2,0,0,0,4,-3.5
shine tops(new),0,0,1,0,0,0,101,0
shine shirt for men,0,0,2,+1,0,0,8.5,+1.5
red shiny shirt(new),0,0,2,0,0,0,11.5,0
pink shiny shirt(new),0,0,4,0,0,0,11.8,0
mens shiny shirts,0,0,1," -1",0,0,1,-9
mens shiny shirt,0,0,6," -3",0,0,4.8,-2.8
men's shiny shirts,0,0,11,+4,0,0,7.6,-0.2
men's shiny shirt(new),0,0,1,0,0,0,8,0
men shiny shirt,0,0,2,0,0,0,4,+0.5
glossy shirt men(new),0,0,1,0,0,0,7,0
glossy shirt(new),0,0,1,0,0,0,12,0
glossy men shirt,0,0,26,+2,0,0,6.4,-2.9
formal shining shirt(new),0,0,2,0,0,0,9.5,0

